group_id	group_size	unique_text_count	majority_text_count	majority_text_ratio
cer_000041	30	1	30	1.000000
cer_000042	30	1	30	1.000000
cer_000043	30	1	30	1.000000
cer_000044	30	1	30	1.000000
cer_000045	30	1	30	1.000000
cer_000046	30	1	30	1.000000
cer_000047	30	1	30	1.000000
cer_000048	30	1	30	1.000000
cer_000049	30	1	30	1.000000
cer_000050	30	1	30	1.000000
cer_000051	30	1	30	1.000000
cer_000052	30	1	30	1.000000
cer_000053	30	1	30	1.000000
cer_000054	30	1	30	1.000000
cer_000055	30	1	30	1.000000
cer_000056	30	1	30	1.000000
cer_000057	30	1	30	1.000000
cer_000058	30	1	30	1.000000
cer_000059	30	1	30	1.000000
cer_000060	30	1	30	1.000000
cer_000061	30	1	30	1.000000
cer_000062	30	1	30	1.000000
cer_000063	30	1	30	1.000000
cer_000064	30	1	30	1.000000
cer_000065	30	1	30	1.000000
cer_000066	30	1	30	1.000000
cer_000067	30	1	30	1.000000
cer_000068	30	1	30	1.000000
cer_000069	30	1	30	1.000000
cer_000070	30	1	30	1.000000
cer_000071	30	1	30	1.000000
cer_000072	30	1	30	1.000000
cer_000073	30	1	30	1.000000
cer_000074	30	1	30	1.000000
cer_000075	30	1	30	1.000000
cer_000076	30	1	30	1.000000
cer_000077	30	1	30	1.000000
cer_000078	30	1	30	1.000000
cer_000079	30	1	30	1.000000
cer_000080	30	1	30	1.000000
cer_000081	30	1	30	1.000000
cer_000082	30	1	30	1.000000
cer_000083	30	1	30	1.000000
cer_000084	30	1	30	1.000000
cer_000085	30	1	30	1.000000
cer_000086	30	1	30	1.000000
cer_000087	30	1	30	1.000000
cer_000088	30	1	30	1.000000
cer_000089	30	1	30	1.000000
cer_000090	30	1	30	1.000000
cer_000091	30	1	30	1.000000
cer_000092	30	1	30	1.000000
cer_000093	30	1	30	1.000000
cer_000094	30	1	30	1.000000
cer_000095	30	1	30	1.000000
cer_000096	30	1	30	1.000000
cer_000097	30	1	30	1.000000
cer_000098	30	1	30	1.000000
cer_000099	30	1	30	1.000000
cer_000100	30	1	30	1.000000
cer_000101	30	1	30	1.000000
cer_000102	30	1	30	1.000000
cer_000103	30	1	30	1.000000
cer_000104	30	1	30	1.000000
cer_000105	30	1	30	1.000000
cer_000106	30	1	30	1.000000
cer_000107	30	1	30	1.000000
cer_000108	30	1	30	1.000000
cer_000109	30	1	30	1.000000
cer_000110	30	1	30	1.000000
cer_000111	30	1	30	1.000000
cer_000112	30	1	30	1.000000
cer_000113	30	1	30	1.000000
cer_000114	30	1	30	1.000000
cer_000115	30	1	30	1.000000
cer_000116	30	1	30	1.000000
cer_000117	30	1	30	1.000000
cer_000118	30	1	30	1.000000
cer_000119	30	1	30	1.000000
cer_000120	30	1	30	1.000000
cer_000121	30	1	30	1.000000
cer_000122	30	1	30	1.000000
cer_000123	30	1	30	1.000000
cer_000124	30	1	30	1.000000
cer_000125	30	1	30	1.000000
cer_000126	30	1	30	1.000000
cer_000127	30	1	30	1.000000
cer_000128	30	1	30	1.000000
cer_000129	30	1	30	1.000000
cer_000130	30	1	30	1.000000
cer_000131	30	1	30	1.000000
cer_000132	30	1	30	1.000000
cer_000133	30	1	30	1.000000
cer_000134	30	1	30	1.000000
cer_000135	30	1	30	1.000000
cer_000136	30	1	30	1.000000
cer_000137	30	1	30	1.000000
cer_000138	30	1	30	1.000000
cer_000139	30	1	30	1.000000
cer_000140	30	1	30	1.000000
cer_000141	30	1	30	1.000000
cer_000142	30	1	30	1.000000
cer_000143	30	1	30	1.000000
cer_000144	30	1	30	1.000000
cer_000145	30	1	30	1.000000
cer_000146	30	1	30	1.000000
